Departamento;Municipio;Semester;count;min;max;mean;std,
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;2024-S1;148774;0.0;29.8;0.01265207630365521;0.4466227866609407,
CUNDINAMARCA;GUAYABETAL;2024-S1;451875;0.0;2.0;2.1687413554633475e-05;0.006244413528720754,
HUILA;GARZÓN;2024-S1;23250;0.0;13.9;0.03048172043010753;0.2948573225642482,
NARIÑO;TANGUA;2024-S1;46690;0.0;12.6;0.017787534804026558;0.17546366320469967,
HUILA;NEIVA;2024-S1;23265;0.0;18.5;0.025106382978723404;0.3246483497066496,
HUILA;SANTA MARÍA;2024-S1;23232;0.0;13.0;0.0343534779614325;0.360635257147463,
NARIÑO;ALDANA;2024-S1;140643;0.0;5.454;0.006122835832568987;0.06813076166191756,
CHOCÓ;NÓVITA;2024-S1;20808;4.7;6.7;6.676235101883891;0.1409547084024029,
BOYACÁ;GUACAMAYAS;2024-S1;131748;0.0;6.9;0.00650863770228011;0.07525419706894776,
CÓRDOBA;CHINÚ;2024-S1;20651;0.0;25.1;0.04319403418720643;0.47856377754380675,
TOLIMA;ATACO;2024-S1;21594;0.0;11.4;0.032583124942113545;0.3330701087895588,
ANTIOQUIA;NECHÍ;2024-S1;22795;0.0;0.0;0.0;0.0,
BOLÍVAR;SAN JACINTO DEL CAUCA;2024-S1;20707;0.0;20.3;0.06931472448930313;0.7169560730073121,
CÓRDOBA;PUEBLO NUEVO;2024-S1;21475;0.0;17.1;0.03079860302677532;0.41127185384444903,
ANTIOQUIA;PUERTO BERRÍO;2024-S1;23545;0.0;9.1;0.013149288596304948;0.19248197600756128,
SUCRE;MAJAGUAL;2024-S1;22708;0.0;28.3;0.04881979918971288;0.6327812702130621,
HUILA;CAMPOALEGRE;2024-S1;45361;0.0;9.5;0.013099358479751329;0.16682904531693793,
AMAZONAS;LETICIA;2024-S1;99897;0.0;14.01;0.1969729821716368;0.3996469967755316,
CÓRDOBA;MONTERÍA;2024-S1;124274;0.0;27.8;0.0089101501520833;0.22697412777474543,
GUAINÍA;INÍRIDA;2024-S1;21958;0.0;16.1;0.05447217415065124;0.4932377733380011,
TOLIMA;PURIFICACIÓN;2024-S1;5146;0.0;0.0;0.0;0.0,
LA GUAJIRA;MAICAO;2024-S1;21748;0.0;5.0;0.002207099503402612;0.052672216633684966,
CÓRDOBA;AYAPEL;2024-S1;56205;0.0;30.0;0.06139667289387065;0.7364486647741225,
CUNDINAMARCA;CÁQUEZA;2024-S1;23645;0.0;3.4;0.002973144427997462;0.04893597505229378,
SUCRE;SAN PEDRO;2024-S1;15286;0.0;12.9;0.006993327227528458;0.17462187071231422,
BOLÍVAR;MAGANGUÉ;2024-S1;29456;0.0;14.5;0.02035917979359044;0.3281352487403476,
ATLANTICO;SUAN;2024-S1;23139;0.0;8.9;0.008837892735208954;0.1591617676281324,
CASANARE;YOPAL;2024-S1;65072;0.0;21.8;0.049842174821735925;0.47186628770640876,
HUILA;ALTAMIRA;2024-S1;6393;0.0;5.2;0.010010949475989364;0.13720987096817774,
BOYACÁ;CUÍTIVA;2024-S1;46617;0.0;27.1;0.06976639423386319;0.6886523644258923,
CHOCÓ;CÉRTEGUI;2024-S1;32598;0.0;0.0;0.0;0.0,
SUCRE;SAN BENITO ABAD;2024-S1;31105;0.0;18.8;0.12004500884102234;0.5608140009425152,
BOYACÁ;SOCOTÁ;2024-S1;20754;0.0;4.5;0.11475860075166232;0.24527034191878683,
BOYACÁ;AQUITANIA;2024-S1;63120;0.0;26.2;0.05395057034220532;0.5740006547246994,
CUNDINAMARCA;GUTIÉRREZ;2024-S1;23426;0.0;3.8;0.02932212072056689;0.155761445721996,
QUINDÍO;ARMENIA;2024-S1;133332;0.0;9.642;0.013053408034080342;0.12432316710687236,
BOYACÁ;CHISCAS;2024-S1;55242;0.0;1.8;0.0017070345027334277;0.022876309774369025,
LA GUAJIRA;URUMITA;2024-S1;23593;0.0;8.5;0.010999025134573815;0.17903367941896497,
MAGDALENA;ARACATACA;2024-S1;23621;0.0;6.0;0.004750010583802549;0.08891743518541972,
CUNDINAMARCA;JUNÍN;2024-S1;17914;0.0;16.1;0.001468125488444792;0.13340826935274694,
LA GUAJIRA;RIOHACHA;2024-S1;131372;0.0;0.48;3.653746612672411e-06;0.0013243105278154205,
ARAUCA;SARAVENA;2024-S1;23217;0.0;1.5;0.012904337339018824;0.0862021900104403,
NARIÑO;MALLAMA;2024-S1;23498;0.0;11.2;0.0489786364797004;0.3072516258953472,
SUCRE;SAMPUÉS;2024-S1;23413;0.0;15.6;0.01680263101695639;0.302203723658015,
TOLIMA;MARIQUITA;2024-S1;22234;0.0;15.8;0.04568678600341819;0.4535011186773927,
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA;2024-S1;41270;0.0;5.8;0.0038211776108553427;0.08942583961950808,
ATLANTICO;SOLEDAD;2024-S1;102158;0.0;16.05;0.038413340120205954;0.1995095673098019,
HUILA;LA ARGENTINA;2024-S1;22328;0.0;8.0;0.02563149408814045;0.22358587485172998,
TOLIMA;RONCESVALLES;2024-S1;22093;0.0;11.8;0.026809396641470147;0.22996299704402898,
MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;2024-S1;23562;0.0;13.6;0.024327306680247858;0.3372515654326578,
CUNDINAMARCA;ANOLAIMA;2024-S1;22561;0.0;12.1;0.020194140330659104;0.2284564639595094,
BOLÍVAR;CARTAGENA DE INDIAS;2024-S1;86209;0.0;13.7;0.004214177174076953;0.0984156100490434,
NARIÑO;PASTO;2024-S1;23893;0.0;5.7;0.0207843301385343;0.1498476403590062,
TOLIMA;VALLE DE SAN JUAN;2024-S1;23367;0.0;7.6;0.008674626610176745;0.11544503077566111,
CUNDINAMARCA;PACHO;2024-S1;23426;0.0;11.5;0.016084692222317083;0.22459443234023851,
TOLIMA;PIEDRAS;2024-S1;22932;0.0;11.6;0.009105180533751962;0.17073118060280362,
NORTE DE SANTANDER;CÚCUTA;2024-S1;136039;0.0;12.05;0.003753849998897375;0.09026639074769499,
RISARALDA;LA VIRGINIA;2024-S1;75202;0.0;1.778;0.008605622190899177;0.07488745255846693,
CASANARE;NUNCHÍA;2024-S1;21387;0.0;17.2;0.06008790386683499;0.5132141013905549,
CASANARE;OROCUÉ;2024-S1;21578;0.0;11.6;0.10164982852905738;0.3840146730712281,
VALLE DEL CAUCA;BUENAVENTURA;2024-S1;7928;0.0;10.8;0.022489909182643795;0.2678331275816947,
NORTE DE SANTANDER;CHINÁCOTA;2024-S1;5710;0.0;14.4;0.014588441330998249;0.2328717437815725,
CASANARE;TÁMARA;2024-S1;12821;0.0;15.3;0.043163559784728175;0.3889195889217283,
CAUCA;GUAPI;2024-S1;3334;0.0;1.1;0.0018896220755848833;0.0278119752062602,
CHOCÓ;BAHÍA SOLANO;2024-S1;5475;0.0;0.0;0.0;0.0,
BOGOTÁ;BOGOTA D.C;2024-S1;2483069;0.0;2.9;0.001714853675028765;0.026574464408645252,
TOLIMA;SAN ANTONIO;2024-S1;1683;0.0;5.8;0.046524064171123;0.3205850457629392,
MAGDALENA;PLATO;2024-S1;10193;0.0;6.2;0.01289119984302953;0.15134992266765676,
CAQUETÁ;SOLANO;2024-S1;12765;0.0;10.5;0.021551116333725032;0.23195132485614758,
TOLIMA;PLANADAS;2024-S1;1133;0.0;1.1;0.009973521624007062;0.07143963330255457,
VALLE DEL CAUCA;PALMIRA;2024-S1;34844;0.0;6.577;0.014658994374928251;0.11487523747092522,
TOLIMA;SALDAÑA;2024-S1;614;0.0;0.5;0.0021172638436482085;0.02640034223551151,
ATLANTICO;BARRANQUILLA;2024-S1;17186;0.0;9.6;0.002915163505178634;0.10338578678066271,
BOYACÁ;MACANAL;2024-S1;9306;0.0;5.8;0.01678486997635934;0.14522979375478082,
TOLIMA;GUAMO;2024-S1;6;0.0;0.0;0.0;0.0,
HUILA;TERUEL;2024-S1;70;0.0;5.6;0.3757142857142857;1.073182415479498,
CAQUETÁ;FLORENCIA;2024-S1;107;0.0;6.5;0.14018691588785046;0.8216251513075492,
CAQUETÁ;BELÉN DE LOS ANDAQUÍES;2024-S1;72;0.0;0.2;0.002777777777777778;0.023570226039551587,
HUILA;LA PLATA;2024-S1;92;0.0;0.0;0.0;0.0,
TOLIMA;ALPUJARRA;2024-S1;17;0.0;0.0;0.0;0.0,
ATLANTICO;JUAN DE ACOSTA;2024-S1;7341;0.0;0.6;0.0037460836398310856;0.02729140031808846,
CESAR;AGUSTÍN CODAZZI;2024-S1;8103;0.0;20.9;0.038010613353079106;0.46317259047430825,
TOLIMA;ARMERO;2024-S1;12;0.0;0.0;0.0;0.0,
ANTIOQUIA;MEDELLÍN;2024-S1;84897;0.0;12.0;0.016320953626158756;0.17653884581420737,
NARIÑO;IMUÉS;2024-S1;14446;0.0;9.3;0.020351654437214452;0.1893635134553074,
ANTIOQUIA;VALDIVIA;2024-S1;12507;0.0;0.1;8.795074758135444e-05;0.0029644632016635514,
ANTIOQUIA;RIONEGRO;2024-S1;10417;0.0;0.0;0.0;0.0,
CUNDINAMARCA;BOGOTA D.C;2024-S1;4616;0.0;1.6;0.007149046793760832;0.06070028576936288,
CHOCÓ;ISTMINA;2024-S1;492;0.0;0.0;0.0;0.0,
BOYACÁ;PÁEZ;2024-S1;91;0.0;3.244;0.1698021978021978;0.5716976710694449,
CUNDINAMARCA;QUETAME;2024-S1;91;0.0;0.0;0.0;0.0,
META;ACACÍAS;2024-S1;91;0.0;5.4;0.08791208791208792;0.586673326635524,
VAUPES;MITÚ;2024-S1;4664;0.0;13.4;0.09734133790737565;0.6471579651235638,
ANTIOQUIA;LA UNIÓN;2024-S1;89;0.0;1.6;0.0348314606741573;0.18531369202928316,
ANTIOQUIA;LIBORINA;2024-S1;4;0.0;0.0;0.0;0.0,
ANTIOQUIA;TITIRIBÍ;2024-S1;8;0.0;0.8;0.1625;0.26692695630078284,
ANTIOQUIA;CAUCASIA;2024-S1;4521;0.0;19.6;0.09988940499889405;0.8819841299395101,
ATLANTICO;SABANAGRANDE;2024-S1;4922;0.0;10.2;0.04323445753758634;0.4193839424294273,
ATLANTICO;SABANALARGA;2024-S1;4572;0.0;16.6;0.06699475065616799;0.7224725871753667,
ARAUCA;ARAUCA;2024-S1;4679;0.0;0.0;0.0;0.0,
CESAR;PAILITAS;2024-S1;3726;0.0;11.8;0.03027375201288245;0.31643361667899556,
BOLÍVAR;SANTA CATALINA;2024-S1;1354;0.0;2.8;0.007237813884785819;0.11600987999801485,
VALLE DEL CAUCA;CALI;2024-S1;2751;0.0;0.5;0.0077789894583787725;0.02962510989985412,
TOLIMA;IBAGUÉ;2024-S1;2182;0.0;7.5;0.042621448212648946;0.3426280055219005,
BOLIVAR;SANTA CATALINA;2024-S1;2110;0.0;7.6;0.04161137440758294;0.3957973396289822,
BOLIVAR;CARTAGENA DE INDIAS;2024-S1;3309;0.0;0.3;0.0010879419764279238;0.013866737154072653,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;2024-S1;14512;0.0;6.7;0.009027012127894156;0.12345313614992927,
CORDOBA;MONTERÍA;2024-S1;14450;0.0;12.7;0.00841522491349481;0.13964765600703552,
BOGOTÁ;BOGOTÁ D.C;2024-S1;2022;0.0;3.1;0.010781404549950545;0.09162064231587021,
BOLIVAR;SAN JACINTO DEL CAUCA;2024-S1;2045;0.0;19.0;0.1606356968215159;1.1553036836964934,
CORDOBA;AYAPEL;2024-S1;8270;0.0;26.0;0.11087061668681983;0.9659264960829209,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA;2024-S1;2081;0.0;10.8;0.03959634790965881;0.4164162932623412,
BOLIVAR;MAGANGUÉ;2024-S1;2045;0.0;23.7;0.1743276283618582;1.284397983601023,
CHOCO;NÓVITA;2024-S1;2084;5.3;6.7;6.675815738963531;0.13150247610294064,
CORDOBA;PUEBLO NUEVO;2024-S1;2081;0.0;1.8;0.02369053339740509;0.10941728677826587,
CHOCO;CÉRTEGUI;2024-S1;2515;0.0;27.971;1.771830218687873;5.0342312323172935,
CHOCO;BAHÍA SOLANO;2024-S1;2085;0.0;0.0;0.0;0.0,
CORDOBA;CHINÚ;2024-S1;1301;0.0;12.7;0.0951575710991545;0.5726722063462488,
CAQUETA;SOLANO;2024-S1;1044;0.0;0.0;0.0;0.0,
META;PUERTO GAITÁN;2024-S1;176;0.0;28.81;1.6798295454545453;5.392508186568453,
CHOCO;TADÓ;2024-S1;101;0.0;28.308;19.137900990099013;10.854402428051898,
BOYACÁ;LA CAPILLA;2024-S1;26;0.0;0.6;0.07307692307692307;0.1778936588137808,
CHOCO;UNIÓN PANAMERICANA;2024-S1;361;0.0;27.44;12.457346260387812;6.008421432483432,
CHOCO;ISTMINA;2024-S1;406;0.0;0.0;0.0;0.0,
CHOCO;RIO IRÓ;2024-S1;101;0.0;5.4;0.15841584158415842;0.7409814203787668,
HUILA;SAN AGUSTÍN;2024-S1;220;0.0;0.5;0.008909090909090908;0.04951537659876703,
CHOCO;MEDIO SAN JUAN;2024-S1;3;19.2;22.5;21.333333333333332;1.8502252115170745,
BOYACÁ;CUÍTIVA;2024-S2;70384;0.0;26.0;0.06838201864060013;0.7074273679134684,
MAGDALENA;SANTA MARTA;2024-S2;137112;0.0;29.6;0.04951514090670402;0.700550429035894,
BOYACÁ;CHISCAS;2024-S2;103552;0.0;3.1;0.003890412546353523;0.055564633518543106,
ANTIOQUIA;NECHÍ;2024-S2;68277;0.0;20.1;0.03122427757517172;0.4648797397784327,
CASANARE;YOPAL;2024-S2;81640;0.0;26.9;0.09194047035766781;0.6473215630396829,
HUILA;SAN AGUSTÍN;2024-S2;29450;0.0;17.6;0.04708149405772496;0.6191255778797261,
SUCRE;SAN BENITO ABAD;2024-S2;41563;0.0;23.9;0.2308880494670741;0.616678779784468,
CHOCO;BAHÍA SOLANO;2024-S2;3569;0.0;0.0;0.0;0.0,
BOYACÁ;GUACAMAYAS;2024-S2;120564;0.0;9.6;0.008823529411764706;0.09189934343808606,
BOYACÁ;SOGAMOSO;2024-S2;295139;0.0;12.2;0.009810292777301543;0.12768665755264716,
CUNDINAMARCA;GUTIÉRREZ;2024-S2;35592;0.0;10.2;0.029453247920881095;0.19984499628345365,
ANTIOQUIA;CAUCASIA;2024-S2;67997;0.0;17.2;0.024686383222789238;0.3573742539558039,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA;2024-S2;61243;0.0;23.5;0.04484920725633951;0.4409295937815533,
TOLIMA;PIEDRAS;2024-S2;37881;0.0;2.6;0.0004910113249386236;0.02010457558846481,
MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;2024-S2;35753;0.0;24.4;0.03045338852683691;0.4270876342780372,
NARIÑO;ALDANA;2024-S2;226489;0.0;27.0;0.007128293206292579;0.16765711368970249,
CORDOBA;PUEBLO NUEVO;2024-S2;35870;0.0;23.6;0.04164761639252858;0.5707863005682807,
BOLIVAR;MAGANGUÉ;2024-S2;63768;0.0;20.6;0.037206749466817214;0.4584466581234074,
BOYACÁ;AQUITANIA;2024-S2;157819;0.0;29.5;0.03800068432824945;0.4859841360747587,
BOLIVAR;SANTA CATALINA;2024-S2;38689;0.0;13.8;0.028736850267517905;0.3406477664579922,
SUCRE;MAJAGUAL;2024-S2;35005;0.0;16.5;0.015294957863162404;0.31614785337150164,
CORDOBA;MONTERÍA;2024-S2;282137;0.0;25.9;0.01338108791119208;0.27160476456995397,
TOLIMA;MARIQUITA;2024-S2;48859;0.0;24.3;0.05333715385087701;0.5486302925107439,
CORDOBA;AYAPEL;2024-S2;131839;0.0;30.0;0.050070161333141176;0.6021102272524343,
LA GUAJIRA;RIOHACHA;2024-S2;257440;0.0;24.2;0.006036357986326911;0.2615591243814202,
HUILA;CAMPOALEGRE;2024-S2;74745;0.0;23.7;0.03334002274399626;0.4367171695913842,
ATLANTICO;SUAN;2024-S2;26102;0.0;9.1;0.011527852271856561;0.1840443263426012,
CORDOBA;CHINÚ;2024-S2;18480;0.0;22.7;0.06931818181818182;0.43882566484465646,
BOLIVAR;CARTAGENA DE INDIAS;2024-S2;178702;0.0;28.6;0.011984756745867423;0.30509045477956814,
ATLANTICO;SABANALARGA;2024-S2;32213;0.0;15.2;0.026728339490267903;0.3784755288407629,
NARIÑO;TANGUA;2024-S2;70698;0.0;7.5;0.01663271945458146;0.1486991171206822,
ATLANTICO;SOLEDAD;2024-S2;225844;0.0;28.9;0.012371459945803298;0.31497723310540204,
BOYACÁ;SOCOTÁ;2024-S2;33001;0.0;12.9;0.13185358019453958;0.32626980453065174,
VICHADA;LA PRIMAVERA;2024-S2;24266;0.0;29.5;0.0567831533833347;0.6098885830881688,
HUILA;SANTA MARÍA;2024-S2;56332;0.0;18.2;0.035530426755662856;0.35127806654913196,
NARIÑO;PASTO;2024-S2;94094;0.0;29.1;0.037288243671222396;0.5049131092742684,
CUNDINAMARCA;JUNÍN;2024-S2;35708;0.0;15.5;0.002520443598073261;0.1883337576787716,
HUILA;SUAZA;2024-S2;36396;0.0;8.7;0.02507143642158479;0.22231421632005416,
CUNDINAMARCA;GUAYABETAL;2024-S2;537944;0.0;19.9;0.00035133768570706243;0.07420342089222794,
CHOCO;CÉRTEGUI;2024-S2;35769;0.0;29.915;0.32388062288573904;2.464913845178769,
TOLIMA;ATACO;2024-S2;36579;0.0;13.9;0.04926870608819267;0.40855536918536806,
BOLIVAR;SAN JACINTO DEL CAUCA;2024-S2;35015;0.0;21.0;0.08926460088533486;0.779336924001006,
CESAR;VALLEDUPAR;2024-S2;273356;0.0;30.0;0.00500556051449392;0.19105704036893495,
QUINDÍO;ARMENIA;2024-S2;210806;0.0;28.0;0.01897921785907422;0.30521576146509577,
HUILA;NEIVA;2024-S2;35283;0.0;1.0;0.0007368987897854491;0.02060589555357144,
ANTIOQUIA;MEDELLÍN;2024-S2;187159;0.0;21.9;0.01481734781656239;0.26006829747745136,
BOYACÁ;LABRANZAGRANDE;2024-S2;33648;0.0;9.1;0.028830836899667138;0.22389179538244935,
TOLIMA;RONCESVALLES;2024-S2;53987;0.0;12.6;0.02725841406264471;0.2635884566582627,
ATLANTICO;SABANAGRANDE;2024-S2;38367;0.0;16.6;0.02770662287903667;0.41331682236005046,
MAGDALENA;EL BANCO;2024-S2;56573;0.0;18.4;0.04171495236243438;0.3683039283344135,
CUNDINAMARCA;CÁQUEZA;2024-S2;38233;0.0;2.5;0.006392383543012581;0.07055842881994635,
SUCRE;SAN PEDRO;2024-S2;35925;0.0;4.3;0.006800278357689631;0.0860768055685573,
ANTIOQUIA;VALDIVIA;2024-S2;53511;0.0;17.4;0.033548803049840224;0.39670861985292283,
NARIÑO;MALLAMA;2024-S2;35918;0.0;7.8;0.05027284369953784;0.2719247035699562,
LA GUAJIRA;URUMITA;2024-S2;37838;0.0;26.4;0.03539827686452773;0.7753048033324347,
CHOCO;NÓVITA;2024-S2;10017;2.0;12.7;6.697264650094839;0.09157013158700779,
AMAZONAS;LETICIA;2024-S2;223938;0.0;25.0;0.01378595861354482;0.23036620021852341,
CUNDINAMARCA;PACHO;2024-S2;37422;0.0;8.5;0.01611084388862167;0.16905024365752905,
HUILA;LA ARGENTINA;2024-S2;36577;0.0;10.0;0.02226262405336687;0.20521561818300027,
SUCRE;SAMPUÉS;2024-S2;38207;0.0;27.2;0.03530243149161149;0.6560412318604381,
HUILA;GARZÓN;2024-S2;37896;0.0;6.7;0.021086658222503694;0.1946303618114806,
MAGDALENA;ARACATACA;2024-S2;70343;0.0;20.6;0.021565187723014374;0.2920047075110349,
GUAINÍA;INÍRIDA;2024-S2;34527;0.0;18.5;0.054163408347090686;0.48917787702150073,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;2024-S2;263287;0.0;30.0;0.0770539373383418;1.0957609917119928,
NARIÑO;IMUÉS;2024-S2;35022;0.0;7.4;0.01856547313117469;0.16230091594112536,
LA GUAJIRA;MAICAO;2024-S2;36955;0.0;26.8;0.012366391557299418;0.5539353899832227,
ARAUCA;ARAUCA;2024-S2;15046;0.0;0.0;0.0;0.0,
ARAUCA;SARAVENA;2024-S2;53742;0.0;20.5;0.031022291689925943;0.30449085425353256,
CUNDINAMARCA;ANOLAIMA;2024-S2;37850;0.0;11.9;0.023080581241743725;0.2808627813222639,
TOLIMA;IBAGUÉ;2024-S2;49862;0.0;12.6;0.01656211142754001;0.23284223123336822,
BOGOTÁ;BOGOTA D.C;2024-S2;395808;0.0;1.7;0.0010638996685261542;0.014814027847799591,
NORTE DE SANTANDER;CHINÁCOTA;2024-S2;22801;0.0;13.2;0.00581992017893952;0.1571703870081507,
CESAR;PAILITAS;2024-S2;36959;0.0;12.8;0.012651857463675965;0.21856103646038819,
BOGOTÁ;BOGOTÁ D.C;2024-S2;8862495;0.0;23.5;0.003252515459811261;0.08364742624071109,
NARIÑO;IPIALES;2024-S2;35302;0.0;27.97;0.016169622117727038;0.2102733848044537,
ANTIOQUIA;PUERTO BERRÍO;2024-S2;38133;0.0;0.1;2.6224005454593136e-06;0.0005120937946762598,
VALLE DEL CAUCA;CALI;2024-S2;81960;0.0;12.4;0.012801366520253783;0.1344804950673846,
NORTE DE SANTANDER;CÚCUTA;2024-S2;262699;0.0;25.2;0.010700231062927534;0.27243265325221194,
RISARALDA;LA VIRGINIA;2024-S2;114701;0.0;2.0;0.007778240817429665;0.0664397817388166,
CASANARE;OROCUÉ;2024-S2;32969;0.0;16.4;0.070493493888198;0.3808243427338088,
TOLIMA;VALLE DE SAN JUAN;2024-S2;38260;0.0;25.2;0.022456874019864088;0.47509238561817996,
CAQUETA;SOLANO;2024-S2;36242;0.0;24.1;0.021808950940897305;0.28839583691122406,
CASANARE;TÁMARA;2024-S2;31808;0.0;14.3;0.20383236921529174;0.5594615519412407,
CASANARE;NUNCHÍA;2024-S2;33767;0.0;16.0;0.2308289158053721;0.6122054936915777,
CHOCO;RIO IRÓ;2024-S2;9477;0.0;30.0;2.3408568112271815;4.859314992393801,
CHOCO;MEDIO SAN JUAN;2024-S2;20;19.4;24.5;21.95;1.7925283525615152,
VALLE DEL CAUCA;PALMIRA;2024-S2;217178;0.0;27.3;0.008199720966212047;0.3698417494516443,
META;PUERTO GAITÁN;2024-S2;35040;0.0;18.1;0.03818207762557077;0.5238076417641309,
SANTANDER;LEBRIJA;2024-S2;247053;0.0;26.5;0.012770215297932022;0.38459089712883904,
BOYACÁ;MACANAL;2024-S2;4956;0.0;4.4;0.051876513317191286;0.2537757451862442,
MAGDALENA;PLATO;2024-S2;29538;0.0;11.2;0.032036698490080576;0.2363484092310658,
NORTE DE SANTANDER;TIBÚ;2024-S2;154;0.0;2.0;0.05194805194805195;0.21909522185116306,
ATLANTICO;JUAN DE ACOSTA;2024-S2;30844;0.0;14.5;0.029260147840746986;0.3412284877714169,
CHOCO;UNIÓN PANAMERICANA;2024-S2;1235;0.005;29.727;16.7467991902834;7.64145472502364,
ANTIOQUIA;RIONEGRO;2024-S2;260557;0.0;29.1;0.009595597124621484;0.18659469151283478,
CESAR;AGUSTÍN CODAZZI;2024-S2;24728;0.0;12.4;0.022585732772565512;0.29187067868189753,
CHOCO;QUIBDÓ;2024-S2;35190;0.0;26.0;0.17493037794828073;0.8506759298483122,
RISARALDA;PEREIRA;2024-S2;206520;0.0;17.9;0.000999418942475305;0.07229728808040735,
CALDAS;MANIZALES;2024-S2;52607;0.0;15.9;0.02800197692322315;0.3781268222388225,
AMAZONAS;PUERTO NARIÑO;2024-S2;17426;0.0;28.0;0.030465970389073796;0.4835079619682414,
CUNDINAMARCA;SILVANIA;2024-S2;18521;0.0;12.0;0.03319475190324496;0.33290331152367336,
SANTANDER;GIRÓN;2024-S2;38508;0.0;14.5;0.01642775527163187;0.23799112302514833,
ATLANTICO;MANATÍ;2024-S2;18650;0.0;26.2;0.05270777479892762;0.7488152924340562,
CUNDINAMARCA;NEMOCÓN;2024-S2;18452;0.0;9.6;0.022225233037069154;0.21530454587255898,
CAQUETA;FLORENCIA;2024-S2;52954;0.0;15.0;0.01685613929070514;0.2626676263106639,
SANTANDER;BARRANCABERMEJA;2024-S2;54915;0.0;28.81;0.028194810161158153;0.501346700872502,
NORTE DE SANTANDER;PAMPLONA;2024-S2;18433;0.0;4.2;0.013649433081972551;0.11962982786897278,
SANTANDER;TONA;2024-S2;36948;0.0;8.6;0.0237631265562412;0.20283774382566566,
CHOCO;LLORÓ;2024-S2;9148;0.0;12.7;0.210002186270223;0.7698451185141624,
PUTUMAYO;SANTIAGO;2024-S2;18276;0.0;5.8;0.028365068942875903;0.18159583636307755,
BOYACÁ;EL ESPINO;2024-S2;1054;0.0;2.1;0.02153700189753321;0.11588509084468834,
TOLIMA;VENADILLO;2024-S2;17647;0.0;9.6;0.013090043633478779;0.21964808075404127,
BOYACÁ;SOCHA;2024-S2;21241;0.0;12.3;0.03053057765641919;0.2962581234743909,
CUNDINAMARCA;SAN CAYETANO;2024-S2;18428;0.0;8.9;0.03104514868678098;0.27189881713106856,
TOLIMA;CHAPARRAL;2024-S2;18415;0.0;23.4;0.08076024979636165;0.6703277348453537,
ATLANTICO;REPELÓN;2024-S2;2070;0.0;1.5;0.003526570048309179;0.05387029532622074,
CUNDINAMARCA;FACATATIVÁ;2024-S2;16908;0.0;3.6;0.013603028152353916;0.11294393257462457,
META;VILLAVICENCIO;2024-S2;34451;0.0;22.2;0.07066268032858262;0.6173504595200452,
SANTANDER;PUENTE NACIONAL;2024-S2;32296;0.0;15.8;0.0529291553133515;0.42640378263605266,
BOYACÁ;SANTA MARÍA;2024-S2;18463;0.0;3.6;0.010372095542436224;0.08809043905258179,
META;GRANADA;2024-S2;17897;0.0;15.6;0.05062859697155948;0.46811352950137963,
MAGDALENA;PIVIJAI;2024-S2;18318;0.0;0.3;0.0192542854023365;0.04356187340902552,
CESAR;AGUACHICA;2024-S2;18810;0.0;6.4;0.010233918128654972;0.16642209600601812,
ANTIOQUIA;SONSÓN;2024-S2;33170;0.0;10.2;0.028414229725655712;0.23469777816714563,
TOLIMA;CAJAMARCA;2024-S2;18672;0.0;6.1;0.015247429305912595;0.15730461174095386,
ANTIOQUIA;SANTA ROSA DE OSOS;2024-S2;18722;0.0;7.8;0.020248905031513727;0.17682237543534834,
CORDOBA;LORICA;2024-S2;16495;0.0;29.7;0.05341618672324947;0.9221413506945308,
CUNDINAMARCA;ZIPAQUIRÁ;2024-S2;18634;0.0;9.2;0.03140495867768595;0.2665185500255945,
CUNDINAMARCA;BOJACÁ;2024-S2;18432;0.0;4.2;0.011490885416666666;0.12453074645608736,
CUNDINAMARCA;NARIÑO;2024-S2;7672;0.0;4.3;0.07012513034410844;0.22640591330579063,
SANTANDER;BUCARAMANGA;2024-S2;18061;0.0;2.8;0.004158130779026632;0.05325388135345558,
BOLIVAR;ARJONA;2024-S2;18344;0.0;13.8;0.04574792847797645;0.42150062643541,
BOYACÁ;VILLA DE LEIVA;2024-S2;36846;0.0;13.4;0.025739564674591545;0.23632807564795555,
QUINDÍO;CALARCÁ;2024-S2;18682;0.0;7.4;0.03953538165078685;0.26523885396008207,
CUNDINAMARCA;CABRERA;2024-S2;33103;0.0;6.8;0.020804760897803826;0.17050162526014806,
SANTANDER;SABANA DE TORRES;2024-S2;35496;0.0;22.4;0.07583389677710164;0.7065027146680811,
BOYACÁ;PAIPA;2024-S2;18537;0.0;7.4;0.017527107946269622;0.17271778434529075,
BOYACÁ;CHINAVITA;2024-S2;18718;0.0;0.0;0.0;0.0,
