Departamento;Municipio;Semester;count;min;max;mean;std,
ANTIOQUIA;CÁCERES;2023-S1;8303;0.0;0.0;0.0;0.0,
CUNDINAMARCA;SUESCA;2023-S1;8165;0.0;2.5;0.006197183098591549;0.057493819337645316,
TOLIMA;LÉRIDA;2023-S1;239;0.0;6.0;0.027615062761506274;0.389018051609488,
CORDOBA;LORICA;2023-S1;6802;0.0;0.2;8.820935019112028e-05;0.004199604983312497,
HUILA;PALERMO;2023-S1;10086;0.0;12.8;0.04005552250644458;0.38719175933062483,
CUNDINAMARCA;ANAPOIMA;2023-S1;8167;0.0;15.2;0.02022774580629362;0.3294244932328341,
SANTANDER;SABANA DE TORRES;2023-S1;8168;0.0;14.0;0.020886385896180214;0.371455623653205,
CAUCA;SANTA ROSA;2023-S1;8308;0.0;10.8;0.020847376023110258;0.19464024296416224,
HUILA;ISNOS;2023-S1;8311;0.0;7.4;0.020166045000601616;0.1593232419017896,
CUNDINAMARCA;COGUA;2023-S1;8168;0.0;4.4;0.020861900097943194;0.14405705279017314,
CAUCA;TORIBÍO;2023-S1;8164;0.0;19.7;0.4653233708966193;1.401454987020444,
ANTIOQUIA;SAN ROQUE;2023-S1;8065;0.0;0.0;0.0;0.0,
CUNDINAMARCA;YACOPÍ;2023-S1;8305;0.0;15.0;0.074894641782059;0.5860426553039367,
SANTANDER;FLORIDABLANCA;2023-S1;8310;0.0;21.4;0.0402647412755716;0.508349756540938,
CUNDINAMARCA;CARMEN DE CARUPA;2023-S1;8311;0.0;3.0;0.010949344242570087;0.09287726569523674,
SANTANDER;CARCASÍ;2023-S1;8312;0.0;4.2;0.014629451395572665;0.10871154410068615,
PUTUMAYO;SANTIAGO;2023-S1;8309;0.0;4.0;0.04236370200986882;0.1802368235886836,
NORTE DE SANTANDER;PAMPLONA;2023-S1;7875;0.0;2.9;0.006361904761904762;0.06725057734957922,
VALLE DEL CAUCA;LA CUMBRE;2023-S1;8309;0.0;10.8;0.022457576122277053;0.25826944728707646,
CUNDINAMARCA;CUCUNUBÁ;2023-S1;8312;0.0;9.2;0.01857555341674687;0.19430340286116585,
HUILA;ACEVEDO;2023-S1;4329;0.0;3.0;0.002356202356202356;0.05373302667131581,
CUNDINAMARCA;LA MESA;2023-S1;5208;0.0;7.0;0.008947772657450077;0.13212816391108326,
NARIÑO;LINARES;2023-S1;7825;0.0;4.2;0.018555910543130993;0.14717243001001698,
NORTE DE SANTANDER;SARDINATA;2023-S1;3073;0.0;0.6;0.0010413276928083308;0.019736774905068068,
CAUCA;EL TAMBO;2023-S1;7591;0.0;7.0;0.28591753392174946;0.5801122721257617,
QUINDÍO;SALENTO;2023-S1;8021;0.0;0.0;0.0;0.0,
HUILA;NÁTAGA;2023-S1;4708;0.0;5.0;0.009855564995751912;0.13239207419472232,
VALLE DEL CAUCA;PALMIRA;2023-S1;3511;0.0;0.322;0.00237453716889775;0.01559218961854111,
TOLIMA;AMBALEMA;2023-S1;678;0.0;0.0;0.0;0.0,
HUILA;GARZÓN;2023-S1;18946;0.0;10.8;0.02906154333368521;0.2439101195861946,
BOLIVAR;SANTA ROSA DEL SUR;2023-S1;188;0.0;0.0;0.0;0.0,
CUNDINAMARCA;PACHO;2023-S1;19485;0.0;11.1;0.025665896843725944;0.2211922590145969,
GUAINÍA;INÍRIDA;2023-S1;802;0.0;12.6;0.04713216957605985;0.58823080982765,
HUILA;SUAZA;2023-S1;19468;0.0;10.3;0.030136634477090612;0.21977409825487468,
TOLIMA;MARIQUITA;2023-S1;18575;0.0;17.3;0.062293405114401075;0.5626971640837237,
VALLE DEL CAUCA;SEVILLA;2023-S1;2927;0.0;3.9;0.01626238469422617;0.17046628033190744,
CUNDINAMARCA;ANOLAIMA;2023-S1;19891;0.0;11.1;0.028329395203861043;0.2954086726068032,
CUNDINAMARCA;JUNÍN;2023-S1;17892;0.0;8.0;0.09201319025262689;0.398056361965582,
HUILA;LA ARGENTINA;2023-S1;17455;0.0;7.9;0.027453451733027788;0.2464256112264163,
HUILA;ALTAMIRA;2023-S1;17975;0.0;11.6;0.030853963838664813;0.27884982811818626,
HUILA;CAMPOALEGRE;2023-S1;36632;0.0;14.4;0.03021129067481983;0.33077749683460844,
HUILA;AGRADO;2023-S1;102;0.0;2.2;0.03431372549019608;0.2471601469201442,
HUILA;AIPE;2023-S1;3023;0.0;9.0;0.0368508104531922;0.3483224521620498,
TOLIMA;ALPUJARRA;2023-S1;18733;0.0;17.7;0.03342230288795174;0.36503316978288275,
TOLIMA;GUAMO;2023-S1;4346;0.0;8.7;0.03099401748734468;0.3092048177127379,
CORDOBA;PUERTO LIBERTADOR;2023-S1;4446;0.0;18.1;0.018600989653621232;0.4253792585985059,
TOLIMA;SAN ANTONIO;2023-S1;4877;0.0;7.7;0.06469140865286037;0.34622654144420356,
TOLIMA;ARMERO (GUAYABAL);2023-S1;1047;0.0;6.1;0.016427889207258833;0.23211851720259605,
TOLIMA;RONCESVALLES;2023-S1;17858;0.0;5.4;0.021710157912420203;0.1668656620540165,
CHOCÓ;CÉRTEGUI;2023-S1;6267;0.0;0.0;0.0;0.0,
NARIÑO;LEIVA;2023-S1;2033;0.0;0.2;9.837678307919332e-05;0.004435691221877224,
ANTIOQUIA;ABRIAQUÍ;2023-S1;1254;0.0;0.2;0.0001594896331738437;0.005647824947249051,
ATLANTICO;SABANAGRANDE;2023-S1;924;0.0;0.0;0.0;0.0,
META;BARRANCA DE UPÍA;2023-S1;269;0.0;2.8;0.01486988847583643;0.17809649034580938,
CHOCÓ;ISTMINA;2023-S1;734;0.0;22.3;0.19645776566757492;1.3517866456366567,
BOYACÁ;QUÍPAMA;2023-S1;6878;0.0;13.4;0.02826403024134923;0.3797448062313546,
CESAR;AGUACHICA;2023-S1;6291;0.0;10.6;0.013781592751549833;0.2421141435170776,
VALLE DEL CAUCA;TRUJILLO;2023-S1;22069;0.0;7.5;0.014626852145543523;0.16083298496940787,
BOYACÁ;GUACAMAYAS;2023-S1;360;0.0;0.5;0.007222222222222221;0.03953850146517999,
SANTANDER;PÁRAMO;2023-S1;5606;0.0;14.6;0.069835890117731;0.6952251124679326,
SANTANDER;GIRÓN;2023-S1;5527;0.0;11.2;0.015324769314275377;0.20563540468417338,
CAQUETA;EL PAUJIL;2023-S1;17201;0.0;8.0;0.06686820533689902;0.3415923885226349,
ANTIOQUIA;PUERTO BERRÍO;2023-S1;9176;0.0;13.1;0.034819093286835225;0.45467062062964275,
CAUCA;PIENDAMÓ;2023-S1;12100;0.0;8.5;0.021247933884297524;0.2157120992074167,
VALLE DEL CAUCA;RESTREPO;2023-S1;5995;0.0;2.0;0.0035863219349457887;0.05781139885498951,
BOYACÁ;PAJARITO;2023-S1;4338;0.0;10.15;0.12452397418165054;0.6196063649607,
NARIÑO;BARBACOAS;2023-S1;230;0.0;3.6;0.06869565217391305;0.3521277104051346,
RISARALDA;APÍA;2023-S1;3841;0.0;3.0;0.012028117677688101;0.09728649294321547,
BOLIVAR;SANTA CATALINA;2023-S1;1766;0.0;1.2;0.006455266138165346;0.0557534534609171,
TOLIMA;PURIFICACIÓN;2023-S1;390;0.0;0.3;0.0007692307692307692;0.015191090506254999,
BOLIVAR;ACHÍ;2023-S2;10164;0.0;28.9;0.06524990161353798;0.724974171587272,
CALDAS;CHINCHINA;2023-S2;13443;0.0;4.2;0.013754370304247565;0.12418663119259288,
MAGDALENA;SANTA MARTA;2023-S2;108702;0.0;13.6;0.0015022722672995898;0.05394311708763545,
NORTE DE SANTANDER;CONVENCIÓN;2023-S2;12855;0.0;4.3;0.01060287825748736;0.10370633774446829,
CALDAS;SALAMINA;2023-S2;13647;0.0;5.4;0.012119879827068221;0.13475469700746073,
SANTANDER;CONFINES;2023-S2;13494;0.0;5.4;0.013983992885726989;0.14490819807689553,
CHOCO;QUIBDÓ;2023-S2;8558;0.0;4.3;0.26374152839448467;0.5952854190998794,
QUINDÍO;MONTENEGRO;2023-S2;13489;0.0;7.8;0.017317814515531174;0.20508341012965228,
RISARALDA;APÍA;2023-S2;13582;0.0;9.1;0.020578707112354586;0.19306476691437513,
ANTIOQUIA;PUERTO BERRÍO;2023-S2;24832;0.0;11.7;0.032019168814432994;0.34218238196157036,
BOLIVAR;SAN JACINTO DEL CAUCA;2023-S2;10176;0.0;18.9;0.07386006289308177;0.6646161831701453,
TOLIMA;ALPUJARRA;2023-S2;4695;0.0;10.4;0.017614483493077742;0.2591953077213476,
RISARALDA;SANTA ROSA DE CABAL;2023-S2;13323;0.0;4.1;0.017068227876604367;0.1304544632640148,
ANTIOQUIA;VENECIA;2023-S2;11002;0.0;8.7;0.019414651881476095;0.2306669821313581,
SANTANDER;LEBRIJA;2023-S2;89302;0.0;15.62;0.00028196456966249355;0.05636965289066634,
HUILA;CAMPOALEGRE;2023-S2;48139;0.0;9.4;0.010147697293254949;0.13554806477830222,
VALLE DEL CAUCA;RESTREPO;2023-S2;12959;0.0;5.3;0.007932710857319239;0.10155623353355578,
QUINDÍO;BUENAVISTA;2023-S2;13519;0.0;4.0;0.008891190176788223;0.10898096864548677,
TOLIMA;ROVIRA;2023-S2;13229;0.0;3.0;0.009554766044296621;0.09454116174922286,
ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA (SANTA ISABEL);2023-S2;10218;0.0;16.4;0.03237424153454688;0.35291687149442674
CHOCÓ;EL ATRATO;2023-S2;10219;0.0;0.0;0.0;0.0,
SAN ANDRÉS PROVIDENCIA;SAN ANDRÉS;2023-S2;15047;0.0;20.7;0.020482488203628628;0.41378988885810686,
BOYACÁ;AQUITANIA;2023-S2;74704;0.0;28.3;0.045786571000214174;0.4759883016136724,
CALDAS;ANSERMA;2023-S2;12913;0.0;4.1;0.008975451095794935;0.09655214176526983,
HUILA;GARZÓN;2023-S2;24590;0.0;12.1;0.0211468076453843;0.2077755333354056,
CALDAS;SUPIA;2023-S2;13311;0.0;7.4;0.011802268800240405;0.1587743872715455,
MAGDALENA;ARACATACA;2023-S2;24678;0.0;6.6;0.009048545262987276;0.12629191519592053,
ANTIOQUIA;NECHÍ;2023-S2;28789;0.0;19.9;0.02291152870888186;0.31104821479860945,
TOLIMA;VALLE DE SAN JUAN;2023-S2;24706;0.0;8.2;0.008556625920828948;0.1499120877482511,
TOLIMA;MARIQUITA;2023-S2;23673;0.0;18.7;0.05687069657415621;0.5558296906717011,
HUILA;GIGANTE;2023-S2;13212;0.0;1.9;0.008530124129579172;0.06552897837662919,
TOLIMA;PURIFICACIÓN;2023-S2;23534;0.0;1.9;0.0006883657686751085;0.023402831817033724,
HUILA;ALTAMIRA;2023-S2;22089;0.0;5.4;0.016252433337860472;0.14236982725426697,
META;LEJANÍAS;2023-S2;13215;0.0;8.8;0.06816496405599697;0.39692104321078964,
ANTIOQUIA;CONCORDIA;2023-S2;13502;0.0;5.4;0.023278032884017183;0.20690504255493786,
ANTIOQUIA;COCORNÁ;2023-S2;13534;0.0;6.2;0.03436530220186198;0.26397071109240877,
PUTUMAYO;MOCOA;2023-S2;28536;0.0;15.9;0.05289108494533221;0.3599467225675996,
TOLIMA;LÍBANO;2023-S2;12431;0.0;4.2;0.0112782559729708;0.11593781051098566,
BOLIVAR;MAGANGUÉ;2023-S2;17736;0.0;20.9;0.03082431213351376;0.44017439892526633,
QUINDÍO;ARMENIA;2023-S2;90133;0.0;9.398;0.01332610697524769;0.1531481721105316,
ANTIOQUIA;VALDIVIA;2023-S2;18750;0.0;20.4;0.05459733333333334;0.549963449435803,
VICHADA;LA PRIMAVERA;2023-S2;48721;0.0;25.6;0.047815110527288034;0.5718705429270915,
RISARALDA;PEREIRA;2023-S2;26364;0.0;5.6;0.01505082688514641;0.14819116120454046,
ARAUCA;SARAVENA;2023-S2;24132;0.0;11.6;0.05391596220785679;0.3465847713811438,
MAGDALENA;PLATO;2023-S2;20159;0.0;17.6;0.018125899102138004;0.2633306474516294,
HUILA;LA PLATA;2023-S2;13496;0.0;6.5;0.008157972732661528;0.11203655757643535,
NARIÑO;TANGUA;2023-S2;49118;0.0;8.4;0.014823486298302048;0.12663307231804516,
BOYACÁ;CUÍTIVA;2023-S2;48927;0.0;28.2;0.06711222842193472;0.663180896081142,
SUCRE;SAN BENITO ABAD;2023-S2;34609;0.0;28.0;0.1250426189719437;0.571909106978721,
TOLIMA;DOLORES;2023-S2;13579;0.0;4.1;0.0065174165991604685;0.08727103056504817,
CHOCÓ;CÉRTEGUI;2023-S2;37855;0.0;0.0;0.0;0.0,
TOLIMA;IBAGUÉ;2023-S2;10370;0.0;6.6;0.009537126325940212;0.1371938075287024,
MAGDALENA;EL BANCO;2023-S2;24660;0.0;22.3;0.02497566909975669;0.37614970952304005,
CHOCÓ;SAN JOSÉ DEL PALMAR;2023-S2;10136;6.0;6.7;6.699930939226519;0.006952880082284928,
TOLIMA;ATACO;2023-S2;25394;0.0;15.9;0.015409151768134205;0.26036277842972955,
RISARALDA;GUÁTICA;2023-S2;13611;0.0;5.3;0.006031885974579384;0.07268078736794019,
CÓRDOBA;MONTERÍA;2023-S2;97212;0.0;29.6;0.021534378471793608;0.4482096313980206,
CUNDINAMARCA;JUNÍN;2023-S2;20068;0.0;29.3;0.1999003388479171;1.316488119122912,
NARINO;MALLAMA (PIEDRANCHA);2023-S2;10182;0.0;12.8;0.012541740326065606;0.16293654418375061,
NARIÑO;PASTO;2023-S2;25105;0.0;19.2;0.019880501892053377;0.21208204515633997,
BOYACÁ;MONIQUIRÁ;2023-S2;13155;0.0;5.0;0.01160015203344736;0.13492062234803093,
NORTE DE SANTANDER;GRAMALOTE;2023-S2;9970;0.0;4.1;0.005446339017051154;0.08793975164216668,
SANTANDER;SOCORRO;2023-S2;5456;0.0;8.2;0.013306451612903225;0.2069347464699703,
VALLE DEL CAUCA;ARGELIA;2023-S2;12647;0.0;3.9;0.005890725073139875;0.07444833272130874,
BOYACÁ;PAUNA;2023-S2;11563;0.0;6.4;0.007731557554267924;0.10370610291720393,
ANTIOQUIA;RIONEGRO;2023-S2;63210;0.0;0.5;7.91014080050625e-06;0.0019887358799632305,
BOYACÁ;CHISCAS;2023-S2;64743;0.0;24.9;0.01818883894783992;0.46299671439773143,
VALLE DEL CAUCA;JAMUNDÍ;2023-S2;12275;0.0;4.3;0.012651731160896131;0.1328499560240918,
SANTANDER;SAN VICENTE DE CHUCURÍ;2023-S2;9979;0.0;7.3;0.012065337208137088;0.17991093022438986,
BOLÍVAR;CARTAGENA DE INDIAS;2023-S2;79388;0.0;12.7;0.008215347407668666;0.1939185866155809,
CALDAS;MANIZALES;2023-S2;40107;0.0;5.6;0.013728276859401103;0.11099496646331684,
HUILA;NEIVA;2023-S2;24784;0.0;22.5;0.022655745642349904;0.3973050481024661,
VALLE DEL CAUCA;TRUJILLO;2023-S2;13472;0.0;2.4;0.007860748218527315;0.08598533795583384,
HUILA;SANTA MARÍA;2023-S2;24465;0.0;15.6;0.020478234212139793;0.2752756217814723,
TOLIMA;RONCESVALLES;2023-S2;22767;0.0;10.5;0.01993675056002108;0.19706632416667755,
CAQUETA;EL PAUJIL;2023-S2;12164;0.0;8.4;0.06070371588293325;0.3936305730651971,
BOYACÁ;LABRANZAGRANDE;2023-S2;23353;0.0;11.2;0.03842332890849142;0.2989398840157124,
HUILA;SAN AGUSTÍN;2023-S2;13426;0.0;2.7;0.015432742440041709;0.08274721361246817,
HUILA;LA ARGENTINA;2023-S2;22824;0.0;9.1;0.016898878373641783;0.16668505241885584,
LA GUAJIRA;RIOHACHA;2023-S2;96516;0.0;15.95;0.0016406606158564385;0.08754154889478946,
CUNDINAMARCA;GUAYABETAL;2023-S2;378093;0.0;7.5;0.0003988436707370938;0.027581043097369556,
NORTE DE SANTANDER;CHINÁCOTA;2023-S2;18652;0.0;11.5;0.025305597254986063;0.29356362523991125,
ATLÁNTICO;SUAN;2023-S2;10354;0.0;8.0;0.012980490631639946;0.20084228657338823,
HUILA;SUAZA;2023-S2;24405;0.0;9.2;0.019164105716041793;0.17335961078981602,
CHOCÓ;BOJAYÁ (BELLAVISTA);2023-S2;9015;0.0;22.4;0.36215196894065443;1.133370726978,
LA GUAJIRA;MAICAO;2023-S2;22630;0.0;17.2;0.03271321254971277;0.4776637323952094,
ANTIOQUIA;SONSÓN;2023-S2;7942;0.0;1.8;0.004797280282044825;0.052858384077795216,
CESAR;AGUSTÍN CODAZZI;2023-S2;19652;0.0;22.8;0.031996743334011805;0.4447524195104538,
NARIÑO;ALDANA;2023-S2;90983;0.0;7.219;0.006426881944978732;0.07291575389109539,
CALDAS;MANZANARES;2023-S2;13456;0.0;6.7;0.020243757431629015;0.2187436850244185,
NORTE DE SANTANDER;CUCUTILLA;2023-S2;12364;0.0;7.0;0.016006146878033;0.15613900468395556,
CASANARE;YOPAL;2023-S2;54023;0.0;23.2;0.08778520259889307;0.4245231891945526,
RISARALDA;LA CELIA;2023-S2;10658;0.0;24.5;0.020942015387502344;0.29425479058697196,
CUNDINAMARCA;ANOLAIMA;2023-S2;22927;0.0;11.8;0.01572818074759018;0.19191187407026367,
BOYACÁ;SOCOTÁ;2023-S2;18319;0.0;7.1;0.12794366504721874;0.30853011321431073,
BOYACÁ;SOGAMOSO;2023-S2;116800;0.0;9.1;0.009716609589041096;0.11139353247779145,
TOLIMA;PLANADAS;2023-S2;21965;0.0;6.6;0.01196904165718188;0.1470562443966291,
CAUCA;BALBOA;2023-S2;13765;0.0;5.1;0.016527424627678897;0.1697712897509034,
ATLÁNTICO;SABANALARGA;2023-S2;10147;0.0;16.7;0.03937124273184192;0.5190441020441399,
VALLE DEL CAUCA;FLORIDA;2023-S2;12747;0.0;1.5;0.004824664626971052;0.04795625648572223,
CUNDINAMARCA;GUTIÉRREZ;2023-S2;24460;0.0;7.6;0.03580948487326247;0.20124560725554858,
CÓRDOBA;AYAPEL;2023-S2;42078;0.0;26.9;0.031451114596701364;0.5599365581805064,
NARIÑO;CONSACÁ;2023-S2;13727;0.0;1.0;0.007131929773439208;0.03518418479406104,
VALLE DEL CAUCA;CAICEDONIA;2023-S2;13424;0.0;7.4;0.013855780691299165;0.17941498233293177,
CESAR;PUEBLO BELLO;2023-S2;12744;0.0;9.9;0.023956371625863154;0.2531441026952644,
ATLANTICO;JUAN DE ACOSTA;2023-S2;19773;0.0;16.6;0.034734233550801595;0.3778850533084422,
CAUCA;GUAPI;2023-S2;18222;0.0;25.2;0.16750082318077048;0.9844873844306228,
CHOCÓ;BAHÍA SOLANO (MUTIS);2023-S2;9470;0.0;0.0;0.0;0.0,
RISARALDA;LA VIRGINIA;2023-S2;81068;0.0;2.0;0.009685165540040461;0.10202744863435213,
CASANARE;OROCUÉ;2023-S2;23175;0.0;15.2;0.22573031283710895;0.5404971602345331,
CAQUETA;SOLANO;2023-S2;9413;0.0;15.6;0.06500584298310846;0.5880587580501901,
CUNDINAMARCA;CÁQUEZA;2023-S2;24779;0.0;28.0;0.014391218370394287;0.27155841013637,
ATLÁNTICO;SOLEDAD;2023-S2;12784;0.0;24.69;0.13506257822277845;0.9498743169593769,
CASANARE;NUNCHÍA;2023-S2;18052;0.0;16.7;0.07196432528251717;0.44467071529443863,
NORTE DE SANTANDER;CÚCUTA;2023-S2;93977;0.0;29.58;0.00910222714068336;0.17129979325060754,
CUNDINAMARCA;PACHO;2023-S2;24432;0.0;12.7;0.017239685658153245;0.21000697232956494,
LA GUAJIRA;URIBIA;2023-S2;9332;0.0;4.7;0.0020895842263180453;0.07070632296728523,
MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;2023-S2;15368;0.0;21.4;0.03196902654867257;0.5194357241724931,
CASANARE;TÁMARA;2023-S2;12062;0.0;27.5;0.17824573039296965;0.6692675484884001,
CÓRDOBA;CHINÚ;2023-S2;7932;0.0;18.1;0.019730206757438223;0.22587121642785526,
CESAR;VALLEDUPAR;2023-S2;64883;0.0;29.0;0.00518733720697255;0.2037736298179516,
BOYACÁ;GUACAMAYAS;2023-S2;88685;0.0;9.1;0.006931273608840278;0.08954335073384875,
CÓRDOBA;PUEBLO NUEVO;2023-S2;24507;0.0;22.4;0.044473007712082256;0.5979356905682052,
CUNDINAMARCA;EL COLEGIO;2023-S2;13790;0.0;5.0;0.007302393038433648;0.08849826019073227,
GUAINÍA;INÍRIDA;2023-S2;20254;0.0;19.9;0.05608274908660018;0.5489105572382034,
CAUCA;PIENDAMÓ;2023-S2;10417;0.0;5.2;0.0065853892675434384;0.10583415382568659,
TOLIMA;GUAMO;2023-S2;823;0.0;3.3;0.015188335358444714;0.17271323365716834,
META;PUERTO GAITÁN;2023-S2;10;20.53;20.58;20.55;0.025819888975389293,
CUNDINAMARCA;GIRARDOT;2023-S2;21753;0.0;8.7;0.0077690433503424805;0.13122107234303848,
BOLIVAR;CARTAGENA DE INDIAS;2023-S2;2104;0.0;3.2;0.011216730038022813;0.13693764555063148,
VALLE DEL CAUCA;PALMIRA;2023-S2;23071;0.0;7.454;0.005555632612370509;0.08995273872170068,
TOLIMA;SALDAÑA;2023-S2;3581;0.0;8.4;0.0048589779391231495;0.1616218894059719,
HUILA;TELLO;2023-S2;6049;0.0;3.6;0.007935195900148784;0.09738572753087793,
AMAZONAS;LETICIA;2023-S2;58672;0.0;12.17;0.16297024134169621;0.3493305742129664,
AMAZONAS;PUERTO NARIÑO;2023-S2;1671;0.0;3.4;0.008976660682226212;0.11808185045571513,
VALLE DEL CAUCA;CALI;2023-S2;8;0.0;0.0;0.0;0.0,
BOGOTA;BOGOTA, D.C;2023-S2;7422;0.0;15.0;0.035475613042306654;0.45626532290350763
BOYACÁ;MACANAL;2023-S2;15547;0.0;7.9;0.01629896443043674;0.15369915411743063,
TOLIMA;MELGAR;2023-S2;7525;0.0;11.6;0.007362126245847176;0.20801079920169258,
NARIÑO;IMUÉS;2023-S2;8958;0.0;8.0;0.019290020093770933;0.1942763341710895,
SUCRE;SAN PEDRO;2023-S2;16707;0.0;22.8;0.008667025797569882;0.21310262045436618,
ATLANTICO;REPELÓN;2023-S2;2;0.0;0.0;0.0;0.0,
LA GUAJIRA;DIBULLA;2023-S2;5458;0.0;3.1;0.007805056797361671;0.08493603170315454,
LA GUAJIRA;URUMITA;2023-S2;14756;0.0;8.8;0.01199512062889672;0.18957171648981902,
SANTANDER;BUCARAMANGA;2023-S2;2107;0.0;0.3;0.0009966777408637875;0.013571711276845108,
CHOCÓ;NÓVITA;2023-S2;13444;4.7;6.7;6.698132996132103;0.04053053121598361,
SANTANDER;GIRÓN;2023-S2;1958;0.0;0.4;0.0018896833503575078;0.020754892074394498,
ATLANTICO;SOLEDAD;2023-S2;94317;0.0;21.02;0.06165929789963634;0.2944221035829917,
BOLÍVAR;SAN JACINTO DEL CAUCA;2023-S2;14031;0.0;22.0;0.09342170907276744;0.8229071956080861,
BOLÍVAR;MAGANGUÉ;2023-S2;25402;0.0;18.1;0.036386898669396116;0.44457180785700035,
ATLANTICO;SABANALARGA;2023-S2;6625;0.0;16.6;0.015305660377358489;0.2653067697419616,
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA;2023-S2;36483;0.0;17.4;0.022424142751418467;0.23021602709875766,
BOGOTÁ;BOGOTA D.C;2023-S2;395222;0.0;30.0;0.005768403580772326;0.329460321832989,
NARIÑO;MALLAMA;2023-S2;14370;0.0;9.3;0.05086986778009742;0.3063521402575847,
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;2023-S2;98982;0.0;25.8;0.019680345921480675;0.3037385833005598,
SANTANDER;TONA;2023-S2;698;0.0;0.2;0.0002865329512893983;0.007570111641044646,
SANTANDER;PUENTE NACIONAL;2023-S2;3221;0.0;17.6;0.05358584290592984;0.5977574768176805,
ATLANTICO;BARRANQUILLA;2023-S2;24381;0.0;21.2;0.04227062056519421;0.5044191868843082,
SUCRE;MAJAGUAL;2023-S2;14011;0.0;8.9;0.02271072728570409;0.22181739867901026,
TOLIMA;PIEDRAS;2023-S2;14384;0.0;2.4;0.0010845383759733038;0.03205957353731023,
CHOCÓ;BAHÍA SOLANO;2023-S2;10364;0.0;0.0;0.0;0.0,
SANTANDER;SABANA DE TORRES;2023-S2;3414;0.0;12.8;0.03760984182776802;0.4566052958771538,
ATLANTICO;SUAN;2023-S2;14335;0.0;5.2;0.006069061737007325;0.11088768492543873,
SANTANDER;MOGOTES;2023-S2;2769;0.0;14.4;0.04080895630191405;0.4705444316069286,
CAQUETÁ;SOLANO;2023-S2;167;0.0;0.0;0.0;0.0,
LA GUAJIRA;ALBANIA;2023-S2;10;0.0;0.0;0.0;0.0,
CAQUETÁ;EL PAUJIL;2023-S2;1435;0.0;5.4;0.045993031358885016;0.29930703314635654,
ANTIOQUIA;TÁMESIS;2023-S2;571;0.0;0.0;0.0;0.0,
TOLIMA;CHAPARRAL;2023-S2;858;0.0;0.3;0.0004662004662004662;0.01079205809235436,
CHOCÓ;ISTMINA;2023-S2;721;0.0;24.5;0.4375866851595007;2.5377186279194026,
CUNDINAMARCA;SUESCA;2023-S2;3389;0.0;0.4;0.0022425494246090293;0.01976064434792426,
CHOCÓ;SIPÍ;2023-S2;186;0.0;0.0;0.0;0.0,
BOYACÁ;PÁEZ;2023-S2;3030;0.0;0.195;0.0004184818481848184;0.0063044096516088905,
BOYACÁ;PAJARITO;2023-S2;2014;0.0;8.73;0.08740466732869911;0.573745446738636,
BOYACÁ;CAMPOHERMOSO;2023-S2;3942;0.0;7.5;0.023236935565702686;0.23831829433429555,
CASANARE;TAURAMENA;2023-S2;6041;0.0;2.4;0.004072504552226452;0.07189888300927315,
CUNDINAMARCA;QUETAME;2023-S2;5619;0.0;0.0;0.0;0.0,
META;ACACÍAS;2023-S2;5409;0.0;12.2;0.06080606396746163;0.46549007180118246,
SANTANDER;PÁRAMO;2023-S2;1789;0.0;16.2;0.16310788149804356;0.8590240547982132,
NARIÑO;IPIALES;2023-S2;9641;0.0;26.88;0.14553469557099885;1.5002539573623401,
BOYACÁ;PUERTO BOYACÁ;2023-S2;244;0.0;13.38;0.09833606557377049;1.0732455075689658,
NARIÑO;TUMACO;2023-S2;48;0.0;7.6;0.6354166666666666;1.2810384058111297,
VAUPES;MITÚ;2023-S2;4488;0.0;15.8;0.061720142602495545;0.5343856086349004,
NARIÑO;BARBACOAS;2023-S2;1;0.0;0.0;0.0;,
SUCRE;SAMPUÉS;2023-S2;5404;0.0;13.8;0.015210954848260549;0.31853985639079957,
CUNDINAMARCA;CHOACHÍ;2023-S2;2;11.8;11.8;11.8;0.0,
VALLE DEL CAUCA;BUENAVENTURA;2023-S2;343;0.0;1.0;0.0058309037900874635;0.07624863516024834,
SANTANDER;LEBRIJA;2024-S1;55328;0.0;0.0;0.0;0.0,
BOYACÁ;SOGAMOSO;2024-S1;158024;0.0;8.2;0.00717865640662178;0.08258557753631804,
MAGDALENA;EL BANCO;2024-S1;23333;0.0;21.4;0.01773453906484378;0.39230236057287216,
MAGDALENA;SANTA MARTA;2024-S1;98922;0.0;19.3;0.0121075190554174;0.24850924449098485,
BOYACÁ;LABRANZAGRANDE;2024-S1;22207;0.0;9.5;0.03702886477236907;0.25557823885222164,
HUILA;SUAZA;2024-S1;22019;0.0;7.3;0.02092283936600209;0.18192345010439778,
VICHADA;LA PRIMAVERA;2024-S1;43849;0.0;21.2;0.03817874980045155;0.4801457407695153,
CESAR;VALLEDUPAR;2024-S1;137840;0.0;3.1;0.0012645095763203712;0.02970527485985331,
NARIÑO;IPIALES;2024-S1;23269;0.0;5.73;0.011329666079333018;0.09469122756137627,
